19 80.00
18 140.00
18 410.00
18 200.00
17 260.00
17 295.00
16 220.00
16 285.00
15 200.00
15 590.00
14 600.00
14 860.00
13 400.00
13 540.00
12 300.00
12 640.00
11 300.00
11 400.00
10 800.00
10 300.00
09 200.00
09 270.00
08 200.00
08 545.00
07 120.00
07 130.00
06 100.00
05 130.00
04 100.00
03 290.00
03 290.00
02 250.00
02 250.00
01 150.00
01 150.00
00 50.00
