19 8.85
19 62.50
18 14.40
18 76.50
17 27.00
17 85.00
16 30.00
16 25.00
15 30.00
15 30.00
14 59.00
14 45.00
13 56.00
13 40.00
12 57.00
12 30.00
11 55.00
10 20.00
10 55.00
09 20.00
09 30.00
09 40.00
08 60.00
07 40.00
07 20.00
07 25.00
06 55.00
06 20.00
06 20.00
05 60.00
05 40.00
04 40.00
04 40.00
03 40.00
03 40.00
03 30.00
02 45.00
01 40.00
