19 15.00
19 20.00
19 105.00
18 27.00
18 45.00
17 60.00
17 16.00
17 45.00
16 90.00
16 65.00
16 15.00
15 90.00
15 10.00
15 80.00
14 100.00
14 5.00
14 85.00
13 100.00
13 10.00
13 80.00
12 100.00
12 40.00
12 30.00
11 125.00
11 15.00
10 320.00
10 150.00
09 180.00
09 140.00
08 180.00
08 140.00
07 180.00
07 130.00
06 180.00
06 200.00
05 250.00
05 200.00
04 200.00
04 100.00
04 140.00
03 130.00
03 170.00
02 140.00
01 110.00
00 25.00
