years 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017
Div% 12.5 5.0 8.0 14.0 17.5 25.0 75.0 25.0 40.0 60.0 125.0 125.0 155.0 190.0 315.0 1295.0 1475.0
